1097,"Mojkowski","Malkolm",21
1098,"Wielogorecki","Henryka",29
1099,"Zagradnik","Fortunat",28
1100,"Malobedzki","Idalia",28
1101,"Glona","Teofila",27
1102,"Brunert","Barbara",28
1103,"Nibis","Ksawery",24
1104,"Wolfan","Dromil",21
1105,"Luszawa","Ewelin",22
1106,"Debiec","Cezaria",27
1107,"Renek","Alex",28
1108,"Telazka","Ryszard",22
1109,"Dyron","Czesio",26
1110,"Duchor","Sylwin",24
1111,"Maliglowka","Jozef",20
1112,"Klejnoberg","Dominika",27
1113,"Drybniuk","Olka",27
1114,"Dylus","Alwin",25
1115,"Wolszczak","Nawoj",23
1116,"Flita","Barnaba",27
1117,"Arciszynski","Goslaw",20
1118,"Wojtacz","Dobrozyzn",23
1119,"Dzwigol","Agata",29
1120,"Gajewiak","Dymitr",27
1121,"Dzwigalski","Zbroslaw",20
1122,"Repska","Gromislaw",21
1123,"Fardala","Teodozy",27
1124,"Boeschel","Alberta",27
1125,"Groehlich","Witomir",25
1126,"Seifest","Honorat",22
1127,"Podmyniak","Sandra",26
1128,"Skarka","Germanik",28
1129,"Oruchniak","Radzislawa",21
1130,"Walerianczyk","Staslaw",26
1131,"Krenca","Benedykt",23
1132,"Koniecznak","Falibor",23
1133,"Sazala","Msciwuj",27
1134,"Piksa","Witalian",20
1135,"Schwate","Cibor",21
1136,"Wawrys","Iwo",23
1137,"Zawistanska","Witomir",20
1138,"Drogomeracka","Maja",20
1139,"Losak","Barbara",29
1140,"Szawejko","Hanna",23
1141,"Murzyniec","Cibora",29
1142,"Gestwa","Tycjan",23
1143,"Kuchna","Bronislaw",28
1144,"Secerz","Domamir",22
1145,"Kikal","Leonard",25
1146,"Zakalski","Macius",25
1147,"Nadgrodkiewicz","Blizbor",24
1148,"Baltromun","Mieczyslaw",23
1149,"Juszczykowski","Arnold",23
1150,"Plisniak","Nawoja",24
1151,"Nerga","Marianna",27
1152,"Cysdorf","Maksymin",29
1153,"Szpechar","Jasiu",26
1154,"Charatin","Januariusz",27
1155,"Torwart","Waldemat",29
1156,"Stafanow","Nawoj",25
1157,"Trebaczyk","Sylwiusz",22
1158,"Rubanowicz","Robert",24
1159,"Jachura","Lucja",29
1160,"Szamota","Hermana",20
1161,"Gratza","Gedeon",25
1162,"Strazyc","Rajmund",22
1163,"Hlawacik","Macius",24
1164,"Sofran","Mariusz",26
1165,"Ficzkowicz","Judyta",20
1166,"Mahmoud","Nestor",27
1167,"Rugowski","Marzena",20
1168,"Dondel","Teofania",28
1169,"Stachnik","Witolda",26
1170,"Bulchajmer","Sara",26
1171,"Zamrech","Bogumil",29
1172,"Fraszkowicz","Gebhard",20
1173,"Dziwons","Oktawian",26
1174,"Barlow","Cecyliusz",27
1175,"Ludomska","Dobrociech",27
1176,"Hamdol","Metoda",29
1177,"Obreczarek","Ignacja",25
1178,"Wojcieczowski","Sabina",26
1179,"Kapica","Dalewin",29
1180,"Dysarski","Jasiek",26
1181,"Punio","Ewelin",25
1182,"Adolinski","Dobroslaw",24
1183,"Gabrhan","Eustachy",29
1184,"Biernocik","Magnus",29
1185,"Galez","Sara",20
1186,"Majdukowicz","Elka",28
1187,"Szebeko","Miecislaw",29
1188,"Dawdzialo","Cibora",25
1189,"Züger","Radmir",24
1190,"Holubczyk","Malgorzata",25
1191,"Drechwo","Jordan",21
1192,"Wojtylas","Emma",26
1193,"Stampinska","Ciecimiar",28
1194,"Ferdyko","Maryn",26
1195,"Tajblik","Liberata",27
1196,"Grudzinski","Dalewin",20
1197,"Kiedrzynski","Bozyslaw",22
1198,"Muciek","Emilian",20
1199,"Waszyczek","Germanik",28
1200,"Makara","Monika",21
1201,"Steimach","Mirabella",26
1202,"Bierdzki","Gawel",21
1203,"Ugodowski","Grzymislaw",26
1204,"Maczukiewicz","Ostap",22
1205,"Ugonowska","Badzislaw",25
1206,"Artosik","Dagobert",28
1207,"Reitmajer","Hubert",26
1208,"SrokavelSitek","Izaak",24
1209,"Szweryn","Grzymislawa",20
1210,"Olich","Macius",24
1211,"Lade","Grodzislaw",20
1212,"Chaniewicz","Falislaw",20
1213,"Gryszczenia","Felicjana",23
1214,"Nawlatyna","Rudolfina",24
1215,"Gadanska","Nina",21
1216,"Hodzik","Dorian",26
1217,"Szmuklerska","Zenon",22
1218,"Chochrowski","Narcyz",22
1219,"Harasimko","Bolislawa",25
1220,"Paczult","Daniela",29
1221,"Blacziak","Onufry",23
1222,"Grzegula","Agata",26
1223,"Cemoch","Dobiemir",21
1224,"Jerks","Bogumil",22
1225,"Pimpirew","Borzuj",26
1226,"Kajdak","Marzena",20
1227,"Zrombkowski","Herkules",24
1228,"Eggler","Macius",21
1229,"Spisak","Januariusz",28
1230,"Sobosczyk","Hermes",28
1231,"Taluga","Filip",29
1232,"Saluda","Niegoslaw",26
1233,"Milonczyk","Naczeslaw",27
1234,"Babigorec","Epifan",27
1235,"Ulenbug","Gorazd",28
1236,"Foitik","Witomir",28
1237,"Dowol","Letycja",29
1238,"Bezaniuk","Ferdynand",25
1239,"Falda","Zbyszek",24
1240,"Karweta","Zbigniew",26
1241,"Gronul","Daniela",22
1242,"Sram","Konstancja",20
1243,"Chryniewiecki","Niegoslaw",25
1244,"Rozpedzik","Staslaw",21
1245,"Medzwiedziuk","Domicela",22
1246,"Kisielis","Liwiusz",29
1247,"Calujko","Boguchwal",25
1248,"Palyz","Mariola",22
1249,"Skrundz","Waldemat",27
1250,"Wazycha","Kalasanty",29
1251,"Bedryn","Blazej",21
1252,"Kindral","Arnulf",28
1253,"Sportek","Ireneusz",21
1254,"Przeciszewski","Bogdan",21
1255,"Koldrowski","Emanuel",25
1256,"Jamielucha","Kleofas",25
1257,"Chlarek","Malwina",29
1258,"Klaszczyk","Mscislaw",28
1259,"Luchowski","Witold",23
1260,"Koniowski","Adela",20
1261,"Deicz","Jola",23
1262,"Prohota","Dobrutro",23
1263,"Podyjasek","Leszek",20
1264,"Suchewicz","Ronald",21
1265,"Sebestowicz","Milowuj",24
1266,"Oreszkiewicz","Januaria",24
1267,"Brzychanska","Maryna",26
1268,"Wiekiewicz","Chryzant",23
1269,"Hadziladas","Hipacy",29
1270,"Grzechorzewska","Jaropelk",20
1271,"Stympin","Makary",26
1272,"Wojtowycz","Fabrycy",25
1273,"Pozywilo","Konrad",24
1274,"Krysman","Jozefa",25
1275,"Halczuk","Ostap",23
1276,"Sciermoch","Milowit",26
1277,"Wenerowicz","Hipacy",23
1278,"Baute","Bohdana",28
1279,"Koscianiuk","Ciecirada",28
1280,"Ajka","Oswalda",29
1281,"Budzenjusz","Cieszyrad",27
1282,"Chyszberg","Gromislaw",27
1283,"Saluka","Edytka",23
1284,"Domiszczak","Samuela",29
1285,"Gimlewicz","Piotr",24
1286,"Ozych","Aurelian",27
1287,"Swiedzikowska","Macius",28
1288,"Frynen","August",28
1289,"Tupala","Derwan",20
1290,"Rochun","Rajmund",24
1291,"Smargol","Sebastian",28
1292,"Kwiro","Pankracy",22
1293,"Tromiczak","Zuza",27
1294,"Potacarz","Hugo",20
1295,"Krajdener","Rudolf",20
1296,"Lentkowska","Adrian",25
1297,"Switaski","Patryk",28
1298,"Jangsch","Barnim",28
1299,"Kujtowski","Witold",25
1300,"Bialdysa","Milosz",24
1301,"Pastuta","Milosz",25
1302,"Gedecki","Waclaw",21
1303,"Gorzelanna","Klemens",21
1304,"Zelichowski","Ignacy",22
1305,"Bijoch","Alicja",20
1306,"Paljocha","Wenancjusz",21
1307,"Samasz","Faustyn",27
1308,"Skitol","Wojciecha",28
1309,"Igielewicz","Goslawa",21
1310,"Dulapa","Nieteg",24
1311,"Wargulec","Bogumil",22
1312,"Aksiuczuk","Angelika",22
1313,"Orschulok","Boleslaw",21
1314,"Trescher","Nieprasz",20
1315,"Suchodzinska","Cyprian",23
1316,"Sokolko","Augustyna",29
1317,"Pydik","Jasiu",23
1318,"Kudlak","Orestes",20
1319,"Liwiniec","Niemst",28
1320,"Stoupiec","Nawoja",29
1321,"Kuydowicz","Blanka",26
1322,"Flader","Teodor",28
1323,"Jazorek","Radzislaw",23
1324,"Gajewa","Nikifor",25
1325,"Chrastek","Halina",26
1326,"Patronowicz","Wojciech",28
1327,"Brajter","Apolinary",20
1328,"Cornier","Cezaria",20
1329,"Lemarska","Joanna",25
1330,"Laszczykowski","Kasjan",25
1331,"Haredarczyk","Apolinary",25
1332,"Bridger","Bozeciech",27
1333,"Cartell","Fausta",21
1334,"Kranczuch","Grzesiek",27
1335,"Dykczak","Tomek",22
1336,"Wiedzienkowski","Salomea",25
1337,"Tryburczy","Zdzisek",23
1338,"Maranzana","Eleonora",28
1339,"Gryzinski","Sylwan",28
1340,"Knospe","Florenty",29
1341,"Fahner","Wladyslaw",23
1342,"Kaszarowski","Sewera",28
1343,"Kasztenna","Mscibor",20
1344,"Zaprzalka","Emiliusz",25
1345,"Göth","Dorota",22
1346,"Gukasian","Konstantyn",28
1347,"Zazubowicz","Janusz",22
1348,"Palerowska","Lucjusz",27
1349,"Mazierkiewicz","Alwin",23
1350,"Korsun","Mieczyslaw",20
1351,"Tarnowik","Borzymir",26
1352,"Rabalek","Malgorzata",24
1353,"Grabysz","Ryszarda",27
1354,"Dytfow","Adolf",20
1355,"Cienin","Bozeciecha",26
1356,"Lapiesz","Eliasz",29
1357,"Maschenski","Longina",20
1358,"Mularonko","Fawila",22
1359,"Pietryniuk","Nierad",25
1360,"Nowatynski","Dobrociech",28
1361,"Kierdal","Walenty",25
1362,"Chempnicki","Dobieslawa",28
1363,"Krupieniewicz","Magda",25
1364,"Sarbicki","Giedymin",27
1365,"Obolczuk","Lucjusz",27
1366,"Linsted","Dalimir",20
1367,"Gieremek","Max",22
1368,"Leszczyglowska","Pelagia",20
1369,"Monsiorski","Konrad",20
1370,"Smykal","Wawrzyniec",21
1371,"Elwertowski","Paulina",25
1372,"Dziarnaga","Marina",28
1373,"Jasieniak","Oktawiusz",25
1374,"Chochlar","Edwin",27
1375,"Statowski","Laurentyna",28
1376,"Simkowski","Lubomirz",26
1377,"Swiaderska","Kajmir",21
1378,"Matuchin","Iza",26
1379,"Ajzenband","Hermina",22
1380,"Tenerowicz","Faustyna",27
1381,"Drachynicz","Demetriusz",23
1382,"Kompoltowicz","Witoslawa",23
1383,"Sajenczuk","Bohdan",26
1384,"Tandetnik","Orchidea",23
1385,"Mikiel","Falislawa",28
1386,"Wituk","Iwonka",23
1387,"Krywak","Linda",25
1388,"Duwalo","Maciej",29
1389,"Arpaszew","Dacjusz",24
1390,"Miedza","Sebastiana",21
1391,"Minczarek","Armand",28
1392,"Jakielek","Machabeusz",28
1393,"Plecek","Chociebor",28
1394,"Pejgrowicz","Maksymin",23
1395,"Lapocha","Racibor",20
1396,"Skolmowski","Nadmir",21
1397,"Ciumuga","Ernestyna",26
1398,"Nizkiewicz","Bazyla",21
1399,"Bonczyszyn","Anetka",22
1400,"Tryfler","Jarema",28
1401,"Gumbi","Alwin",25
1402,"Oreslinska","Wioletta",22
1403,"Swiargiel","Wawrzyniec",28
1404,"Kolutnik","Ligia",28
1405,"Molinero","Lech",23
1406,"Omilian","Apoloniusz",21
1407,"Przesko","Bartlomieja",23
1408,"Gwizdel","Edek",24
1409,"Raon","Wojciech",21
1410,"Pelcel","Przemek",23
1411,"Falbin","Delfin",22
1412,"Czerkoski","Klemencja",20
1413,"Sierpina","Rita",21
1414,"Pazgrot","Dagobert",27
1415,"Gryszczena","Celina",21
1416,"Stredzinska","Juri",26
1417,"Hatenko","Ciechomir",24
1418,"Kunojacka","Eugeniusz",29
1419,"Stymczuk","Celestyn",26
1420,"Cholinski","Brunon",23
1421,"Dziermiejko","Wojciech",23
1422,"Zdzierak","Wislawa",20
1423,"Nadol","Ciechomir",20
1424,"Nigro","Dagobert",28
1425,"Iwanczurowska","Jaromir",24
1426,"Hollin","Brodzislaw",28
1427,"Belitz","Morzyslaw",22
1428,"Drajhorn","Bodzeta",29
1429,"Hannowski","Brunon",23
1430,"Porakowski","Eugenia",24
1431,"Mendler","Ksenia",27
1432,"Szczepczynska","Barnim",22
1433,"Swiatoniowski","Jasiek",29
1434,"Benesz","Jagoda",25
1435,"Tozewicz","Jakub",23
1436,"Koski","Nieznamir",28
1437,"Grabarzyk","Wiola",21
1438,"Karwik","Cecylian",25
1439,"Gierbasinski","Jeremi",25
1440,"Karathanasi","Marzena",29
1441,"Tujewska","Teodora",22
1442,"Zamykal","Jonasz",26
1443,"Wierowicz","Hubyslaw",22
1444,"Mieksz","Dlugomil",23
1445,"Mosyrsz","Badzislaw",22
1446,"Dulijan","Jarek",21
1447,"Szarpatowski","Ladyslaw",22
1448,"Harecka","Flawia",28
1449,"Eibert","Maryla",21
1450,"Pietroszczenko","Ciechomir",26
1451,"Madrzykowski","Dalewuj",24
1452,"Mikuda","Ursus",23
1453,"Cedera","Fryderyk",29
1454,"Heryn","Naczeslawa",21
1455,"Bieslik","Paula",21
1456,"Wengierek","Beda",26
1457,"Petioch","Faustyna",25
1458,"Cwelucka","Serwacy",26
1459,"Koziatek","Alex",28
1460,"Niegefind","Faustyna",27
1461,"Sloska","Liberiusz",28
1462,"Stoermer","Adolfa",29
1463,"Iszkiewicz","Pamelka",20
1464,"Sztrajbol","Nieteg",29
1465,"Adydak","Demetria",22
1466,"Dobrzywiak","Karina",24
1467,"Kniewell","Maja",28
1468,"Kanoza","Gloria",26
1469,"Klapisiewicz","Maslaw",25
1470,"Dlugowska","Tyburcjusz",28
1471,"Szandrowicz","Mscigniew",25
1472,"Hatas","Ernestyna",29
1473,"Gurgas","Harald",24
1474,"Fierus","Edwin",25
1475,"Potoralo","Lidia",21
1476,"Zegot","Ninogniew",20
1477,"Schiefelbejn","Mieczyslawa",21
1478,"Quast","Alberta",21
1479,"Bredel","Oswalda",26
1480,"Klekocz","Wladyslawa",25
1481,"Ryzakow","Olga",21
1482,"Tinschert","Atanazy",26
1483,"Bejar","Racibor",24
1484,"Boytler","Konkordia",27
1485,"Pedon","Erast",20
1486,"Malcerek","Herakles",25
1487,"Juczak","Ksaweryna",26
1488,"Gummer","Nonna",22
1489,"Salwanowski","Jimislaw",28
1490,"Poitanski","Bazylisa",26
1491,"Brewiecka","Julian",28
1492,"Matlega","Kornelia",26
1493,"Potrosiak","Gracjana",27
1494,"Rydarowicz","Frumencjusz",23
1495,"Czmigaj","Celestyna",24
1496,"Kozyniowska","Honoryna",20
1497,"Jaksinski","Aureliusz",25
1498,"Korytynski","Walentyna",27
1499,"Stachla","Budzislawa",22
1500,"Lantkowska","Czcirad",23
1501,"Kamyna","Ewaryst",23
1502,"Martusewicz","Dobroniega",24
1503,"Teliczko","Wojciecha",28
1504,"Tolpa","Irena",23
1505,"Mlodawa","Dromil",27
1506,"Luniowska","Mscibor",25
1507,"Rosecki","Maura",21
1508,"Stundis","Jedrzej",27
1509,"Milniczuk","Gawel",29
1510,"Zerdziska","Konradyn",26
1511,"Kostyla","Krzys",21
1512,"Chojnocka","Wiktor",24
1513,"Donosiewicz","Smyslaw",23
1514,"Pietroch","Emilia",27
1515,"Lichtonski","Lidia",22
1516,"Buchastein","Oktawia",25
1517,"Koura","Gliceria",29
1518,"Bagan","Lucjol",27
1519,"Froehlich","Czaslawa",23
1520,"Mechela","Nicefor",21
1521,"Szarnas","Jozefa",25
1522,"Kapytkowska","Wladek",20
1523,"Lacewicz","Fortunat",26
1524,"Gierczok","Bogusz",26
1525,"Pobiegly","Niesul",28
1526,"Kreslo","Izyda",26
1527,"Smieloda","Liliana",26
1528,"Wojteczuk","Horacjusz",24
1529,"Bettkier","Jeremi",20
1530,"Drochocka","Teodor",21
1531,"Galwiaczek","Norman",22
1532,"Dyonizy","Jadwiga",22
1533,"Moruzgala","Roma",25
1534,"Warzuchowski","Mieczyslawa",24
1535,"Gabrjanczyk","Hipolit",21
1536,"Ozerowicz","Charyzjusz",25
1537,"Mokolewska","Armand",20
1538,"Dadan","Jozefina",24
1539,"Swieciak","Nadia",25
1540,"Beluk","Eustacjusz",25
1541,"Owiesniak","Jodok",23
1542,"Germata","Marianna",23
1543,"Bialydyga","Gonsalwy",25
1544,"Bialolus","Grzesiek",21
1545,"Jutczak","Ludmar",28
1546,"Groeling","Cezar",22
1547,"Futymowski","Otton",21
1548,"Kotryszewska","Bogumir",27
1549,"Semyrka","Rajmunda",25
1550,"Bakonowicz","Galfryd",24
1551,"Zelazko","Norman",27
1552,"Molfa","Wojciech",29
1553,"Bibikow","Orestes",29
1554,"Teclaw","Milochna",23
1555,"Mamiuk","Erast",21
1556,"Barcentewicz","Lechoslawa",23
1557,"Cironkiewicz","Monia",28
1558,"Birkenmayer","Tobiasz",23
1559,"Zdrawska","Dobieslawa",22
1560,"Benaszkiewicz","Cyrus",24
1561,"Ruzamski","Mati",25
1562,"Glinica","Smyslawa",22
1563,"Frakas","Huberta",24
1564,"Wajdalowicz","Edek",27
1565,"Zgryzewicz","Milowit",28
1566,"Lempicz","Arnolf",25
1567,"Wieczorkiewicz","Grzegorz",29
1568,"Gurgala","Dobroniega",27
1569,"Brauntsch","Arnulf",25
1570,"Garzon","Matron",20
1571,"Holojuk","Dolores",28
1572,"Germazy","Roland",26
1573,"Gozdawica","Gertruda",20
1574,"Milonkiewicz","Ignacy",29
1575,"Piko","Eustachiusz",27
1576,"Lawniuczuk","Diogenes",20
1577,"Pieczaba","Slawomira",24
1578,"Miszakow","Enoch",21
1579,"Kluk","Boguslaw",23
1580,"Lemonnier","Marek",21
1581,"Piciurak","Benedykta",28
1582,"Chalbinski","Edek",27
1583,"Mikilajek","Edward",25
1584,"Somnicki","Janislaw",20
1585,"Dowhyj","Niegodoma",29
1586,"Kozusznik","Apollo",27
1587,"Lapiejko","Krzesimir",27
1588,"Broser","Lew",29
1589,"Buchowiec","Gardomir",26
1590,"Nenkin","Felicjan",24
1591,"Erlepach","Dobrochna",27
1592,"Marucinski","Elka",22
1593,"Kocabiuk","Fausta",24
1594,"Piplak","Kleopatra",29
1595,"Kiak","Gustawa",25
1596,"Butel","Roberta",23
1597,"Krzesowiec","Kamil",28
1598,"Sipulski","Justyn",24
1599,"Majuszak","Dawida",29
1600,"Diehm","Cyra",28
1601,"Czamorska","Slawomiar",23
1602,"Foloran","Tyberiusz",21
1603,"Hallgren","Chociebor",24
1604,"Basiukajc","Daniela",24
1605,"Kurszczynska","Arek",21
1606,"Tejze","Falibor",23
1607,"Ewais","Stanislaw",20
1608,"Oraczek","Radek",22
1609,"Bubko","Charyzjusz",24
1610,"Lodz","Czeslawa",26
1611,"Prusko","Apolinary",27
1612,"Palisa","Bronislawa",21
1613,"Kucera","Konkordia",22
1614,"Gaudiak","Domazyr",24
1615,"Migalski","Teofan",27
1616,"Oksztek","Lolita",25
1617,"Celnarowska","Natalia",29
1618,"Glawnicki","Zuzanna",25
1619,"Marcalik","Bozo",25
1620,"Kolejkowicz","Karmen",22
1621,"Barcki","Estera",24
1622,"Starykow","Slawomira",24
1623,"Hyl","Barbara",27
1624,"Zerzon","Izydora",22
1625,"Lesek","Kubus",29
1626,"Prokopeczko","Marcjusz",21
1627,"Hilubowski","Edmund",25
1628,"Saciuk","Liberat",21
1629,"Matrenka","Borzymir",21
1630,"Rewas","Czeslawa",28
1631,"Lepowicz","Nieznamir",24
1632,"Borwanski","Ciecimiar",20
1633,"Hraczek","Edwin",21
1634,"Jankowski","Gerwazy",27
1635,"Nadziezda","Jowita",23
1636,"Kazacka","Fausta",23
1637,"Giergielewicz","Henryk",23
1638,"Dyninski","Bogumila",27
1639,"Tracewicz","Eufrozyna",25
1640,"Chorostek","Dlugomil",22
1641,"Zienikiewicz","Bruno",21
1642,"Jerzycki","Fabrycy",21
1643,"Cymbidas","Nadmir",27
1644,"Wachak","Falibor",25
1645,"Hojniak","Chrystian",27
1646,"Jazdzyk","Ewelin",28
1647,"Oportowski","Lew",20
1648,"Nylka","Humbelina",28
1649,"Krupkowski","Teresa",28
1650,"Ciemala","Edgar",27
1651,"Dziallek","Amon",23
1652,"Macuski","Zdzislawa",28
1653,"Comper","Cieszymir",21
1654,"Suchowacki","Milobor",24
1655,"Synejko","Jarema",23
1656,"Gedzel","Ben",25
1657,"Potrac","Gabriela",22
1658,"Tabakar","Serwacy",29
1659,"Parcieniak","Badzislaw",28
1660,"Rakos","Falimir",23
1661,"Michalat","Ernesta",26
1662,"Krobisz","Grzymislawa",28
1663,"Zdunczak","Basia",23
1664,"Walewander","Danuta",23
1665,"Romskicki","Feliksa",23
1666,"Krzysciak","Serwacy",26
1667,"Sossnowski","Oliwia",23
1668,"Waldmajer","Alex",25
1669,"Cepkiewicz","Metody",25
1670,"Malaszek","Bozydar",28
1671,"Flikierski","Grzesiek",25
1672,"Fedisch","Augustyna",23
1673,"Kogzulap","Wieslawa",21
1674,"Zoralski","Ilza",24
1675,"Naczyn","Miranda",24
1676,"Kalsner","Halka",21
1677,"Krysieniel","Ludomir",24
1678,"Kukola","Cieszymysl",28
1679,"Lachacki","Hiacynt",20
1680,"Szyran","Irydion",22
1681,"Rywak","Marysia",29
1682,"Pienak","Maja",26
1683,"Chobra","Kordula",29
1684,"Bomich","Katarzyna",23
1685,"Luc","Bogdana",21
1686,"Wila","Ksawery",28
1687,"Sierzbutowska","Enoch",27
1688,"Lajp","Kalista",26
1689,"Attaman","Laurentyn",29
1690,"Bieniasiewicz","Dagobert",20
1691,"Belca","Maura",22
1692,"Gunkalowski","Sewera",22
1693,"Szuszkiel","Arnulf",25
1694,"Styczenko","Gajusz",25
1695,"Lachawczyk","Urszula",21
1696,"Delberg","Emanuela",28
1697,"Kurpaczewska","Emiliusz",27
1698,"Szylke","Lucjol",23
1699,"Stankusch","Eugenia",26
1700,"Tesna","Nawoj",28
1701,"Charchuta","Wojtek",23
1702,"Helmak","Teodoryk",25
1703,"Gabalowska","Paulin",20
1704,"Fogelbaum","Olga",26
1705,"Pahson","Kalasanty",24
1706,"Jarost","Nadzieja",24
1707,"Przykling","Darek",26
1708,"Kulab","Majka",27
1709,"Busal","Nonna",24
1710,"Bagusinska","Apolinary",23
1711,"Sosnikowski","Florentyna",21
1712,"Swotwinska","Barnaba",25
1713,"Parszywka","Krzesimir",26
1714,"Krukielka","Gonsalwy",25
1715,"Kornio","Heloiza",21
1716,"Dranikow","Liberata",26
1717,"Glafik","Bolemysl",28
1718,"Wleklich","Marcjanna",23
1719,"Gurn","Eliasz",28
1720,"Grzadka","Eligia",27
1721,"Debita","Roland",22
1722,"Balucki","Ezechiel",20
1723,"Spirytus","Alfons",25
1724,"Wierzchon","Januaria",29
1725,"Jackun","Konstanty",26
1726,"Berniot","Lilla",25
1727,"Klepadlo","Witoslawa",29
1728,"Czopar","Czaslawa",27
1729,"Natan","Halka",26
1730,"Bezulski","Myslimir",24
1731,"Szarak","Klotylda",28
1732,"Siusko","Gorazd",26
1733,"Fanselow","Beatrycze",22
1734,"Jastrebowska","Libert",28
1735,"Dimitruczuk","Bozeciech",28
1736,"Smork","Halina",22
1737,"Braczkowski","Kazik",27
1738,"Stapala","Feliksa",27
1739,"Kuwszynow","Dobrociech",23
1740,"Skopkowski","Dorota",25
1741,"Saldocha","Oswalda",25
1742,"Padolak","Herakles",24
1743,"Rozmacinski","Nadmir",24
1744,"Resmer","Teodor",21
1745,"Siergiejczuk","Innocenty",23
1746,"Czerczynski","Walentyna",22
1747,"Kulabka","Hodyslaw",23
1748,"Andryarczyk","Bodzeta",20
1749,"Soltyski","Aleks",23
1750,"Streda","Dalia",22
1751,"Glebin","Izolda",27
1752,"Sauk","Ezechiel",27
1753,"Jasiujajc","Blazej",21
1754,"Degner","Felicyta",20
1755,"Panachet","Piotrek",21
1756,"Furge","Mirek",26
1757,"Burczyc","Benedykt",27
1758,"Bobuda","Jarek",29
1759,"Sardaczuk","Baldwina",24
1760,"Klusch","Emanuela",24
1761,"Pancerz","Dobrowit",21
1762,"Turaszewska","Zachariasz",27
1763,"Fridh","Domorad",21
1764,"Kondryszyn","Arkadiusz",27
1765,"Rakoczy","Greta",28
1766,"Baltyn","Adela",22
1767,"Sobilo","Apolinary",22
1768,"Satrjan","Eliasz",28
1769,"Lukowicz","Jeroslawa",21
1770,"Kierschof","Felicyta",22
1771,"Fedfebel","Gostmil",23
